pilotId,portCode,portName,pilotName,pilotCode,pilotType,pilotClass,certificationLevel,experienceYears,maxVesselGT,maxVesselLOA,nightOperations,adverseWeather,canTrain,licenseIssueDate,licenseExpiryDate,status,languages,certifications,certificationsCount
71,SGSIN,Port of Singapore,Arjun Teo,SGSIN-HP-2005-0071,Harbor,Class II,Class A,10,150000,366,TRUE,TRUE,FALSE,2005-03-25,2029-09-12,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; VLCC/ULCC Handling; Dangerous Goods Vessels; LPG Carrier Operations; Crisis Management,10
72,SGSIN,Port of Singapore,Arjun Chan,SGSIN-DS-1998-0072,Deep Sea,Class I,Unlimited,15,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-03-25,2030-11-13,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; Passenger Vessel; LNG Carrier Operations; Dangerous Goods Vessels; LPG Carrier Operations,12
73,SGSIN,Port of Singapore,Zhi Hao Ng,SGSIN-RP-2007-0073,River,Class I,Unlimited,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2007-12-18,2029-04-12,Active,"English, Tamil, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; LPG Carrier Operations; Car Carrier/RoRo; Tug and Tow Operations; Manned Model Training,10
74,SGSIN,Port of Singapore,Rajesh Lee,SGSIN-DS-2016-0074,Deep Sea,Class III,Class D,2,20000,200,FALSE,FALSE,FALSE,2016-09-24,2030-07-04,On Leave,"English, Malay, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Night Operations - All Vessels,5
75,SGSIN,Port of Singapore,Chee Keong Wong,SGSIN-CP-1998-0075,Canal,Class I,Class A,17,150000,366,TRUE,TRUE,TRUE,1998-04-20,2029-08-05,Active,"English, Tamil, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Tug and Tow Operations; Container Vessel (ULCV); VLCC/ULCC Handling; Naval Vessels,12
76,SGSIN,Port of Singapore,Arjun Tan,SGSIN-HP-1997-0076,Harbor,Senior,Class A,31,150000,366,TRUE,TRUE,TRUE,1997-05-09,2025-12-25,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; VLCC/ULCC Handling; Dangerous Goods Vessels; Car Carrier/RoRo; Container Vessel (ULCV),12
77,SGSIN,Port of Singapore,Rajesh Goh,SGSIN-RP-1992-0077,River,Senior,Master Pilot,27,Unlimited,Unlimited,TRUE,TRUE,TRUE,1992-01-24,2027-02-04,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Tug and Tow Operations; Naval Vessels; LNG Carrier Operations; Car Carrier/RoRo,12
78,SGSIN,Port of Singapore,Kumar Goh,SGSIN-RP-2003-0078,River,Junior,Class D,1,20000,200,FALSE,FALSE,FALSE,2003-06-21,2029-07-15,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; High-Speed Craft,5
79,SGSIN,Port of Singapore,Jun Jie Goh,SGSIN-DS-1992-0079,Deep Sea,Class II,Class B,7,75000,300,TRUE,FALSE,FALSE,1992-12-17,2027-03-13,Active,"English, Tamil, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Car Carrier/RoRo; STCW Certificate; Medical First Aid; Crisis Management,8
80,SGSIN,Port of Singapore,Chee Keong Teo,SGSIN-CP-1998-0080,Canal,Senior,Unlimited,21,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-02-27,2027-03-15,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Bulk Carrier (Capesize); Chemical Tanker Handling; Ice Navigation; Manned Model Training,10
81,SGSIN,Port of Singapore,Arjun Goh,SGSIN-CP-2012-0081,Canal,Senior,Class A,30,150000,366,TRUE,TRUE,TRUE,2012-12-26,2025-12-17,Training,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Night Operations - All Vessels; Tug and Tow Operations; Ship Handling Simulator Training; Human Factors Training,9
82,SGSIN,Port of Singapore,Wei Ming Chan,SGSIN-RP-1992-0082,River,Junior,Provisional,3,10000,150,FALSE,FALSE,FALSE,1992-10-02,2030-12-28,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; High-Speed Craft,5
83,SGSIN,Port of Singapore,Kai Wen Goh,SGSIN-CP-2012-0083,Canal,Trainee,Provisional,0,10000,150,FALSE,FALSE,FALSE,2012-01-18,2025-05-06,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations,4
84,SGSIN,Port of Singapore,Chee Keong Ong,SGSIN-CP-1999-0084,Canal,Senior,Class A,22,150000,366,TRUE,TRUE,TRUE,1999-09-22,2028-12-18,Training,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Tug and Tow Operations; Container Vessel (ULCV); Bulk Carrier (Capesize); Port State Control Procedures,10
85,SGSIN,Port of Singapore,Kumar Lim,SGSIN-RP-1993-0085,River,Junior,Class C,3,40000,250,TRUE,FALSE,FALSE,1993-09-04,2029-11-02,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft,4
86,SGSIN,Port of Singapore,Wei Ming Chua,SGSIN-CP-2003-0086,Canal,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,2003-02-03,2027-03-02,Training,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; VLCC/ULCC Handling; Offshore Support Vessels; STS Transfer Operations; Emergency Response,11
87,SGSIN,Port of Singapore,Arjun Teo,SGSIN-DS-2004-0087,Deep Sea,Class I,Class A,8,150000,366,TRUE,TRUE,TRUE,2004-05-19,2026-09-25,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Night Operations - All Vessels; Tug and Tow Operations; Restricted Visibility Operations; High-Speed Craft,12
88,SGSIN,Port of Singapore,Arjun Teo,SGSIN-DS-2014-0088,Deep Sea,Senior,Class A,28,150000,366,TRUE,TRUE,TRUE,2014-07-18,2025-11-23,Active,"English, Tamil, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Tug and Tow Operations; Chemical Tanker Handling; Heavy Weather Operations; Restricted Visibility Operations,12
89,SGSIN,Port of Singapore,Jun Jie Chan,SGSIN-CP-1994-0089,Canal,Class II,Class C,11,40000,250,TRUE,FALSE,FALSE,1994-05-20,2030-08-13,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; Restricted Visibility Operations; Ice Navigation; Port State Control Procedures; Automatic Radar Plotting Aid (ARPA),9
90,SGSIN,Port of Singapore,Chee Keong Ng,SGSIN-CP-2023-0090,Canal,Class III,Class D,6,20000,200,FALSE,FALSE,FALSE,2023-04-02,2029-04-17,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Naval Vessels; LNG Carrier Operations; LPG Carrier Operations; Ship Handling Simulator Training; Environmental Compliance,9
91,SGSIN,Port of Singapore,Anand Ong,SGSIN-DS-2014-0091,Deep Sea,Senior,Class A,23,150000,366,TRUE,TRUE,TRUE,2014-06-20,2025-01-19,Active,"English, Mandarin, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Dangerous Goods Vessels; Night Operations - All Vessels; Passenger Vessel; Cruise Ship Operations,11
92,SGSIN,Port of Singapore,Suresh Lee,SGSIN-DS-1995-0092,Deep Sea,Class II,Class C,9,40000,250,TRUE,FALSE,FALSE,1995-11-05,2027-05-06,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Passenger Vessel; STS Transfer Operations; Global Maritime Distress Safety System (GMDSS); Port State Control Procedures; Environmental Compliance,8
93,SGSIN,Port of Singapore,Zhi Hao Teo,SGSIN-DS-2015-0093,Deep Sea,Class III,Class C,2,40000,250,TRUE,FALSE,FALSE,2015-10-26,2030-10-21,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Container Vessel (ULCV); Bulk Carrier (Capesize),6
94,SGSIN,Port of Singapore,Suresh Chua,SGSIN-CP-2020-0094,Canal,Senior,Unlimited,24,Unlimited,Unlimited,TRUE,TRUE,TRUE,2020-03-22,2030-06-14,On Leave,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Chemical Tanker Handling; LPG Carrier Operations; Bulk Carrier (Capesize); Car Carrier/RoRo,12
95,SGSIN,Port of Singapore,Anand Chan,SGSIN-HP-2002-0095,Harbor,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,2002-04-23,2025-11-02,Active,"English, Tamil, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Naval Vessels; Container Vessel (ULCV); Dangerous Goods Vessels; STCW Certificate,10
96,SGSIN,Port of Singapore,Arjun Chan,SGSIN-HP-2002-0096,Harbor,Class I,Unlimited,20,Unlimited,Unlimited,TRUE,TRUE,TRUE,2002-07-23,2028-06-17,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Night Operations - All Vessels; Cruise Ship Operations; LPG Carrier Operations; Offshore Support Vessels,11
97,SGSIN,Port of Singapore,Arjun Goh,SGSIN-CP-2023-0097,Canal,Senior,Class A,21,150000,366,TRUE,TRUE,TRUE,2023-10-21,2029-01-27,Active,"English, Mandarin, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Car Carrier/RoRo; Container Vessel (ULCV); High-Speed Craft; Port State Control Procedures,10
98,SGSIN,Port of Singapore,Chee Keong Lee,SGSIN-DS-1998-0098,Deep Sea,Class III,Class D,4,20000,200,FALSE,FALSE,FALSE,1998-03-08,2025-07-28,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; VLCC/ULCC Handling; LPG Carrier Operations; Chemical Tanker Handling,7
99,SGSIN,Port of Singapore,Kai Wen Goh,SGSIN-RP-1997-0099,River,Class I,Unlimited,7,Unlimited,Unlimited,TRUE,TRUE,TRUE,1997-11-21,2027-08-28,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); VLCC/ULCC Handling; Cruise Ship Operations; High-Speed Craft; Container Vessel (ULCV); Tug and Tow Operations,12
100,SGSIN,Port of Singapore,Anand Ong,SGSIN-CP-2019-0100,Canal,Senior,Master Pilot,23,Unlimited,Unlimited,TRUE,TRUE,TRUE,2019-07-21,2029-05-11,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; LPG Carrier Operations; Tug and Tow Operations; Naval Vessels; VLCC/ULCC Handling,11
101,SGSIN,Port of Singapore,Wei Ming Wong,SGSIN-HP-2024-0101,Harbor,Class I,Master Pilot,17,Unlimited,Unlimited,TRUE,TRUE,TRUE,2024-09-13,2028-10-24,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Container Vessel (ULCV); Heavy Weather Operations; Night Operations - All Vessels; Chemical Tanker Handling; High-Speed Craft,11
102,SGSIN,Port of Singapore,Suresh Tan,SGSIN-DS-2023-0102,Deep Sea,Class II,Class C,9,40000,250,TRUE,FALSE,FALSE,2023-01-12,2027-04-05,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); Container Vessel (ULCV); Offshore Support Vessels; Global Maritime Distress Safety System (GMDSS); Human Factors Training,9
103,SGSIN,Port of Singapore,Chee Keong Wong,SGSIN-CP-2020-0103,Canal,Senior,Unlimited,34,Unlimited,Unlimited,TRUE,TRUE,TRUE,2020-04-08,2028-10-20,On Leave,"English, Tamil, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Cruise Ship Operations; Naval Vessels; LPG Carrier Operations; Tug and Tow Operations; Human Factors Training,10
104,SGSIN,Port of Singapore,Rajesh Tan,SGSIN-DS-1993-0104,Deep Sea,Junior,Class C,2,40000,250,TRUE,FALSE,FALSE,1993-06-06,2027-02-12,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Dangerous Goods Vessels,5
105,SGSIN,Port of Singapore,Wei Ming Chan,SGSIN-RP-2009-0105,River,Class II,Class C,5,40000,250,TRUE,FALSE,FALSE,2009-04-03,2029-04-10,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); High-Speed Craft; LPG Carrier Operations; Ice Navigation,6
106,SGSIN,Port of Singapore,Zhi Hao Chua,SGSIN-HP-2014-0106,Harbor,Class II,Class B,6,75000,300,TRUE,FALSE,FALSE,2014-10-06,2029-09-17,Active,"English, Malay, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Heavy Weather Operations; High-Speed Craft; Naval Vessels; Electronic Chart Display (ECDIS),10
107,SGSIN,Port of Singapore,Anand Ong,SGSIN-RP-2008-0107,River,Class I,Class A,7,150000,366,TRUE,TRUE,TRUE,2008-05-11,2029-05-12,Active,"English, Malay, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Cruise Ship Operations; Car Carrier/RoRo; STS Transfer Operations; Dangerous Goods Vessels,12
108,SGSIN,Port of Singapore,Suresh Chan,SGSIN-RP-2000-0108,River,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2000-01-26,2030-08-02,Active,"English, Mandarin, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; Passenger Vessel; Dangerous Goods Vessels; Global Maritime Distress Safety System (GMDSS); Crisis Management,9
109,SGSIN,Port of Singapore,Kumar Wong,SGSIN-CP-1994-0109,Canal,Senior,Class A,32,150000,366,TRUE,TRUE,TRUE,1994-11-24,2028-08-01,Active,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Restricted Visibility Operations; Naval Vessels; Ice Navigation; Heavy Weather Operations; Container Vessel (ULCV),12
110,SGSIN,Port of Singapore,Kai Wen Lim,SGSIN-DS-1993-0110,Deep Sea,Class II,Class A,4,150000,366,TRUE,TRUE,FALSE,1993-12-02,2028-11-04,Active,"English, Malay, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Restricted Visibility Operations,5
111,SGSIN,Port of Singapore,Zhi Hao Lee,SGSIN-HP-2014-0111,Harbor,Class II,Class B,8,75000,300,TRUE,FALSE,FALSE,2014-02-10,2027-02-14,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Heavy Weather Operations; VLCC/ULCC Handling; Bulk Carrier (Capesize); STS Transfer Operations; Manned Model Training,10
112,SGSIN,Port of Singapore,Arjun Ng,SGSIN-DS-2002-0112,Deep Sea,Class III,Class C,4,40000,250,TRUE,FALSE,FALSE,2002-04-09,2030-06-03,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Passenger Vessel,5
113,SGSIN,Port of Singapore,Rajesh Lim,SGSIN-HP-2001-0113,Harbor,Class I,Master Pilot,18,Unlimited,Unlimited,TRUE,TRUE,TRUE,2001-12-17,2026-03-13,Active,"English, Mandarin, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Passenger Vessel; STS Transfer Operations; Container Vessel (ULCV); Emergency Response,12
114,SGSIN,Port of Singapore,Wei Ming Lim,SGSIN-CP-2000-0114,Canal,Senior,Unlimited,21,Unlimited,Unlimited,TRUE,TRUE,TRUE,2000-01-05,2030-12-04,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; STS Transfer Operations; Cruise Ship Operations; Passenger Vessel; Tug and Tow Operations,11
115,SGSIN,Port of Singapore,Arjun Wong,SGSIN-HP-2018-0115,Harbor,Senior,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2018-09-17,2029-07-03,Active,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Bulk Carrier (Capesize); STS Transfer Operations; Restricted Visibility Operations; Car Carrier/RoRo; Global Maritime Distress Safety System (GMDSS),10
116,SGSIN,Port of Singapore,Zhi Hao Chua,SGSIN-DS-1996-0116,Deep Sea,Senior,Master Pilot,21,Unlimited,Unlimited,TRUE,TRUE,TRUE,1996-08-12,2027-07-20,Active,"English, Malay, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Emergency Response; Cruise Ship Operations; Chemical Tanker Handling; Tug and Tow Operations; Restricted Visibility Operations,12
117,SGSIN,Port of Singapore,Chee Keong Lim,SGSIN-HP-2019-0117,Harbor,Class I,Unlimited,14,Unlimited,Unlimited,TRUE,TRUE,TRUE,2019-08-19,2029-10-08,Active,"English, Malay, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Ice Navigation; Container Vessel (ULCV); Passenger Vessel; VLCC/ULCC Handling; Offshore Support Vessels,11
118,SGSIN,Port of Singapore,Wei Ming Wong,SGSIN-DS-1993-0118,Deep Sea,Class II,Class A,5,150000,366,TRUE,TRUE,FALSE,1993-01-16,2026-12-26,Training,"English, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Night Operations - All Vessels; VLCC/ULCC Handling; Restricted Visibility Operations; Container Vessel (ULCV),7
119,SGSIN,Port of Singapore,Chee Keong Teo,SGSIN-DS-2002-0119,Deep Sea,Senior,Unlimited,34,Unlimited,Unlimited,TRUE,TRUE,TRUE,2002-07-21,2030-09-27,Training,"English, Malay",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Dangerous Goods Vessels; Heavy Weather Operations; Tug and Tow Operations; Cruise Ship Operations,11
120,SGSIN,Port of Singapore,Wei Ming Teo,SGSIN-DS-2021-0120,Deep Sea,Class III,Class B,5,75000,300,TRUE,FALSE,FALSE,2021-01-25,2025-08-06,Active,"English, Malay, Tamil",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LNG Carrier Operations; Chemical Tanker Handling; Ice Navigation,6
121,CNSHA,Port of Shanghai,Wei Zhang,CNSHA-CP-2008-0121,Canal,Class I,Unlimited,20,Unlimited,Unlimited,TRUE,TRUE,TRUE,2008-11-25,2028-01-26,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Car Carrier/RoRo; Restricted Visibility Operations; STS Transfer Operations; Global Maritime Distress Safety System (GMDSS); Crisis Management,9
122,CNSHA,Port of Shanghai,Lei Zhou,CNSHA-CP-2018-0122,Canal,Class I,Unlimited,10,Unlimited,Unlimited,TRUE,TRUE,TRUE,2018-11-13,2025-06-06,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Dangerous Goods Vessels; Chemical Tanker Handling; LNG Carrier Operations; STS Transfer Operations; Naval Vessels,12
123,CNSHA,Port of Shanghai,Chen Zhang,CNSHA-HP-2006-0123,Harbor,Senior,Unlimited,29,Unlimited,Unlimited,TRUE,TRUE,TRUE,2006-06-08,2028-10-24,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); LPG Carrier Operations; Tug and Tow Operations; Heavy Weather Operations; VLCC/ULCC Handling; Restricted Visibility Operations,11
124,CNSHA,Port of Shanghai,Hui Yang,CNSHA-HP-1993-0124,Harbor,Class III,Class C,5,40000,250,TRUE,FALSE,FALSE,1993-08-22,2028-05-25,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Chemical Tanker Handling; LNG Carrier Operations; Cruise Ship Operations; Naval Vessels,7
125,CNSHA,Port of Shanghai,Lei Zhang,CNSHA-CP-1998-0125,Canal,Senior,Master Pilot,26,Unlimited,Unlimited,TRUE,TRUE,TRUE,1998-02-14,2027-11-07,Active,"English, Mandarin",STCW Certificate; Bridge Resource Management (BRM); Electronic Chart Display (ECDIS); Offshore Support Vessels; Car Carrier/RoRo; Ice Navigation; STS Transfer Operations; Dangerous Goods Vessels,11
